, sentimen,label,clean_teks
5573,"jika betul ada kontrak politik demiz - demokrat terkait dukungan pilpres 2019 , dan pks tidak diajak bicara , maka pilihan pks mencabut dukungan adalah logis . pelajaran penting di sini : perlu nya menjaga keadaban berpolitik .",0,kontrak politik demiz demokrat kait dukung pilpres pks ajak bicara pilih pks cabut dukung logis ajar nya jaga adab politik
5574,"waktu tanggal 26 juni , saya berkunjung ke suis butcher yang terletak di lantai 3 festival citylink bandung . saya memesan steak terderloin parmegiana ada keju di bagian atas nya , rasa steak nya enak , bumbu menyerap . tingkat kematangan bisa diseusaikan sesuai selera . satu porsi nya terdiri dari dari daging , potato wedges , brocoli gratis air putih . dan orange float , rasa orange flat nya segar , ada potongan buah jeruk sunkist . pemandang dari sini bagus , kalau malam hari .",0,tanggal juni kunjung suis butcher letak lantai festival citylink bandung mes steak terderloin parmegiana keju nya steak nya enak bumbu serap tingkat matang usai sesuai selera porsi nya daging potato wedges brocoli gratis air putih orange float orange flat nya segar potong buah jeruk sunkist pandang bagus malam
5575,bangga jadi warga surabaya yang punya walkot bu risma . pekerja keras dan demi warga surabaya beliau rela bekerja tanpa batasan waktu . jujur dan tegas thdp siapa pun tanpa pandang bulu . bu risma memang petut dicontoh kepala-kepala daerah lainnya . keren bu risma . terima kasih cak grinningfacewithbigeyes grinningfacewithbigeyes,0,bangga warga surabaya walkot bu risma kerja keras warga surabaya beliau rela batas jujur thdp pandang bulu bu risma petut contoh kepalakepala daerah keren bu risma terima kasih cak grinningfacewithbigeyes grinningfacewithbigeyes
5576,fahri memang menyebalkan dan fz lebih lagi .,2,fahri sebal fz
5577,"dari deretan kafe yang ada di kawasan dago pakar , saya dan rekan mencoba kafe ini . ternyata pilihan saya cukup tepat karena tempat yang luas sehingga kami memilih di luar agar dapat menikmati alam dan pemandangan kota bandung dari atas . pilihan menu juga cukup beragam . shoyu ramen patut dicoba di sini .",0,deret kafe kawasan dago pakar rekan coba kafe pilih luas pilih nikmat alam pandang kota bandung pilih menu agam shoyu ramen patut coba
5578,indomie atau mie sedap . itu loh surimi isi dua .,1,indomie mie sedap loh surimi isi
5579,sekarang tolong koreksi apakah agama anda layak untuk disebut agama ? renungkanlah dan pikirkan dengan akal yang sehat,2,tolong koreksi agama layak agama renung pikir akal sehat
5580,"simpang raya sudah menjadi favorit saya sejak kecil , rasanya pas di lidah saya bumbu-bumbu nya tidak terlalu berlebihan , dan ayam pop di sini lebih enak dibandingkan di restoran-restoran padang lainnya kalau menurut saya , ya sebab mereka bilang kalau menu ayam pop itu pertama kali diciptakan oleh simpang raya :",0,simpang raya favorit pas lidah bumbubumbu nya ayam pop enak banding restoranrestoran padang ya bilang menu ayam pop kali cipta simpang raya
5581,yang bikin saya jenuh dengan film indonesia adalah kebanyakan film bertemakan cinta ala ftv . contoh yang the real film comic 8 dan the raid,2,bikin jenuh film indonesia banyak film tema cinta ala ftv contoh the real film komik the raid
5582,admin tolong bantuan nya untuk akun tokopedia il ham dengan email ilhamkhoirunnafik.com,1,admin tolong bantu nya akun tokopedia il ham email ilhamkhoirunnafikcom
5583,"setuju pak , pemerintah yang sekarang memang tidak punya pikiran untuk berfikir demi kepentingan rakyat , nga ku paling peduli rakyat tapi kebijakan semua kontra rakyat , mau naik dua periode pula lagi . tenggelamkan",2,tuju perintah pikir berfikir penting rakyat nga ku peduli rakyat bijak kontra rakyat periode tenggelam
5584,"pada bulan oktober lalu saya dan 3 teman saya makan di sana dengan memilih menu paket suki untuk ber4 seharga 250 - lupa lagi , dapat suki nya banyak pas banget buat ber4 dan dapat setengah ayam panggang yang lezat",0,oktober teman makan pilih menu paket suki ber harga lupa suki nya pas banget ber ayam panggang lezat
5585,anggota dpr ri : warga yang kosongkan kolom agama di ktp sama saja dengan komunis -,1,anggota dpr ri warga kosong kolom agama ktp komunis
5586,"warung pasta nama nya tepat di depan masjid salman itb , sesuai dengan nama nya menu warung ini banyak yang dari pasta , lokasi nya menarik dan desain warung nya pas buat anak muda , untuk diskusi atau sekadar kongkow .",0,warung pasta nama nya masjid salman itb sesuai nama nya menu warung pasta lokasi nya tarik desain warung nya pas anak muda diskusi kongkow
5587,"konro bakar nya mantap , daging nya empuk kuah nya mantap . coto nya juga enak . ada mi tik tik dan nasi goreng merah juga . hati hati kalau pesan mie dan nasi goreng nya buat sendirian karena porsi nya bisa buat 3 orang .",0,konro bakar nya mantap daging nya empuk kuah nya mantap coto nya enak mi tik tik nasi goreng merah hati hati pesan mie nasi goreng nya porsi nya orang
5588,tampilan cabe rawit yang baru sangat menyegarkan . menu nya beragam . menu kepiting - nya oke dan roti gempol nya juga .,0,tampil cabai rawit segar menu nya agam menu kepiting nya oke roti gempol nya
5589,tempat nya nyaman karena jarak dari satu meja ke meja lainnya cukup berjarak . makanan nya pun enak terutama menu paket kepiting nya . saus nya cukup pedas tetapi tetap enak untuk terus disantap apalagi dengan nasi atau roti yang disajikan bersama dalam menu nya . pesanlah nasi atau roti nya tambahan karena menurut saya kurang banyak dibanding dengan kepiting nya dan lauk lainnya yang banyak .,0,nya nyaman jarak meja meja jarak makan nya enak menu paket kepiting nya saus nya pedas enak santap nasi roti saji menu nya pesan nasi roti nya tambah banding kepiting nya lauk
5590,indosat oh indosat kenapa tiap hari kamu membuat marah pelanggan kamu . sampai kapan kau php seperti ini .,2,indosat oh indosat marah langgan kau php
5591,padar yang pesona nya tidak pernah pudar dan tidak pernah gagal bikin jatuh cinta lagi dan lagi .,0,padar pesona nya pudar gagal bikin jatuh cinta
5592,"menu utama adalah indomie dengan variasi topping . rasanya , . ya indomie . tidak terlalu istimewa . cocok untuk tempat santai dan nongkrong anak anak muda karena penyedia aneka permainan papan . kopi gayo dan latte nya oke . roti bakar green tea juga oke .",0,menu utama indomie variasi topping ya indomie istimewa cocok santai nongkrong anak anak muda sedia aneka main papan kopi gayo latte nya oke roti bakar green tea oke
5593,"bicara mahal atau murah memang relatif . namun menghabiskan uang lebih dari 60 ribu untuk menu nasi ayam goreng dan es teh manis buat saya kemahalan . berikut nya , jika saya ke pvj lagi dan terjebak lapar seperti hari ini , maka saya lebih baik sambangi resto cepat saji dengan harga yang bahkan tidak mencapai setengah nya tetapi dengan menu yang sama nasi ayam dan minum",2,bicara mahal murah relatif habis uang ribu menu nasi ayam goreng es teh manis mahal nya pvj jebak lapar sambang resto cepat saji harga capai nya menu nasi ayam minum
5594,"bubur / porridge yang ada di sini enak . macam-macam variasi nya dari telor pitan , ayam rebus , dll. ide disha nya juga macam-macam . beberapa dim sum hanya bisa didapat di akhir pekan . cocok buat yang suka mencari bubur malam-malam .",0,bubur porridge enak macammacam variasi nya telor pit ayam rebus lain ide disha nya macammacam dim sum pekan cocok suka cari bubur malammalam
5595,"pertama mengunjungi kafe ini langsung tertarik dengan desain interior nya , lucu , serba putih . kafe ini cocok banget buat yang ingin nongkrong bareng teman-teman . apalagi yang suka selfie . bagus untuk berfoto-berfoto ria . makanan yang ditawarkan pun sesuai selera makanan barat dan tidak terlalu mahal .",0,unjung kafe langsung tarik desain interior nya lucu serba putih kafe cocok banget nongkrong bareng temanteman suka selfie bagus berfotoberfoto ria makan tawar sesuai selera makan barat mahal
5596,jokowi sayang dan cinta kepada rakyat nya,0,jokowi sayang cinta rakyat nya
5597,muslim meyakini batu hajral aswad jatuh dari surga . bagaimana bisa surga bolong sampai batu bisa jatuh ?,2,muslim batu hajral aswad jatuh surga surga bolong batu jatuh
5598,kalau soal berbohong - mengibul malah mbah amien rais juara nya .,2,bohong ibul mbah amien rais juara nya
5599,saya biasanya beli buku di periplus kalau tidak ya boks dan beyond .,1,beli buku periplus ya boks beyond
5600,tolong ya perbaikan internet indihome saya . saya bayar mahal masa penyelesaikan sampai tanggal 29,2,tolong ya baik internet indihome bayar mahal selesai tanggal
5601,"makan itu islam kalian tidak punya otak , tidak ada malu ke pemimpinan kok bawa agama . pada goblok semua .",2,makan islam otak malu pimpin bawa agama goblok
5602,"terletak di 90 gourmet , ajimaru mrpk salah satu kafe yang menjual makanan non-halal . makanan nya enak dan porsi nya cukup gede . area kafe sangat luas dan di desain dengan sangat baik dan nyaman . cocok untuk makan sambil mengobrol .",0,letak gourmet ajimaru mrpk salah kafe jual makan nonhalal makan nya enak porsi nya area kafe luas desain nyaman cocok makan obrol
5603,selamat pagi . saya masih marah sama indosat,2,selamat pagi marah indosat
5604,nasrudin mantan bendahara demokrat berkicau sama afarat juga tidak diproses facewithtearsofjoy . juga angelina sondakh . facewithtearsofjoy . tidak bisa diare di,1,nasrudin mantan bendahara demokrat kicau afarat proses facewithtearsofjoy angelina sondakh facewithtearsofjoy diare
5605,"di balik munculnya banyak restoran itali di bandung , pizza hut masih merupakan salah satu alternatif restoran pizza terbaik menurut ku . sesekali masih bisa merindukan pizza yang terdapat di sini . apalagi , sering ada menu seasonal yang membuat kita semakin tergoda . selain menu seasonal , pizza keju dan tuna nya selalu masuk ke daftar pesanan ku !",0,muncul restoran itali bandung pizza hut salah alternatif restoran pizza baik ku rindu pizza menu seasonal goda menu seasonal pizza keju tuna nya masuk daftar pesan ku
5606,"dicoba tom yum ramen nya enak banget , pilihan mie nya yang tipis , kuah nya segar , makanan penutup nya pas banget buat cuci mulut , enak enak yang tidak enak cari parkir nya",0,coba tom yum ramen nya enak banget pilih mie nya tipis kuah nya segar makan tutup nya pas banget cuci mulut enak enak enak cari parkir nya
5607,"sumpah , gue jadi ikutan goblok . eh . sebelum virus goblok semakin merasuk , saya mengaburkan diri dan terima kasih untuk . bos . gue enggak mau jadi ikutan goblok seperti yang sujud padahal kalah pilpres , gara-gara nonton tv oon ! foldedhands foldedhands winkingfacewithtongue foldedhands",2,sumpah ikut goblok eh virus goblok rasuk abur terima kasih bos ikut goblok sujud kalah pilpres garagara nonton televisi oon foldedhands foldedhands winkingfacewithtongue foldedhands
5608,"terletak di jalan cipaganti bandung di seberang pom bensin . ruang makan cukup luas . makanan khas jawa yang cukup beragam . ayam goreng nya empuk nan lezat , juga hati ampela nya enak serta karedok dan buntil nya . tempat parkir cukup luas",0,letak jalan cipaganti bandung seberang pom bensin ruang makan luas makan khas jawa agam ayam goreng nya empuk nan lezat hati ampela nya enak karedok buntil nya parkir luas
5609,"buat yang mau nostalgia dengan makan pakai piring kaleng , cangkir kaleng , plus makanan khas sunda , di sini tempat nya .",0,nostalgia makan pakai piring kaleng cangkir kaleng plus makan khas sunda nya
5610,tidak gembira,2,gembira
5611,beehive mereka salah satu kafe terbaru di bandung . desain nya sangat apik dan nyaman dengan fasilitas parkir yang cukup luas . harga nya cukup mahal namun rasanya enak . saya meme asan steak ikan dengan topping keju di atas nya dan saya sangat menyukai menu tsb.,0,beehive salah kafe baru bandung desain nya apik nyaman fasilitas parkir luas harga nya mahal enak meme asan steak ikan topping keju nya suka menu
5612,ini wakil gubernur nya ngomong nya plin plan begitu . yakin masih bisa memimpin jakarta ?,2,wakil gubernur nya ngomong nya plin plan pimpin jakarta
5613,"tidak salah lagi , produk apple memang selalu memuaskan",0,salah produk apple muas
5614,"minimal punten , saya mau beli tiket kami senen - yogyakarta pakai promo yang bulan mei .",1,minimal maaf beli tiket senin yogyakarta pakai promo mei
5615,"angkat topi untuk anda , bung . saya salut . memang lama-lama isu pki ini bikin eneng , mau muntah . disuruh buktikan , tidak bisa . berkilah tingkat dewa . tetapi asik koar-koar terus pki bangkit , no pki , dan segala macam . mau bilang tidak senang sama pak de aza sampai berputar-putar bawa pki . pengecut .",2,angkat topi salut lamalama isu pki bikin eneng muntah suruh bukti kilah tingkat dewa asik koarkoar pki bangkit nomor pki bilang senang de aza berputarputar bawa pki kecut
5616,hotel ibis tamarkan wahid hasyim sangat mengecewakan untuk pelayanan . terutama masalah reservation ! parah abiz !,2,hotel ibis tamar wahid hasyim kecewa layan reservation parah abiz
5617,"resto ini sudah berkali-kali saya ku njungi , khusus nya bila ada keluarga yang datang dari luar bandung . ini menunjukkan tempat ini cukup terkenal . pada awal nya resto ini memang happening banget , namun setelah beberapa kunjungan dalam 3 tahun terakhir , magnet nya menjadi berkurang , karena sudah banyak resto baru yang bermunculan dengan pemandangan yang lebih menarik dan lebih menghibur . pada kunjungan saya yang terakhir , suasanya nya asik .",0,resto berkalikali ku njungi khusus nya keluarga bandung kenal nya resto happening banget kunjung magnet nya kurang resto muncul pandang tarik hibur kunjung suasa nya asik
5618,"kopi dan makanan lumayan enak , tapi banyak tikus lari-lari . menjelang sore malam selalu penuh , tapi tidak ribut . tidak sesuai untuk minum kopi sambil baca buku karena pencahayaan minim .",2,kopi makan lumayan enak tikus larilari jelang sore malam penuh ribut sesuai minum kopi baca buku cahaya minim
5619,"wabah difteri , anies baswedan ajak warga responsif",1,wabah difteri anies baswedan ajak warga responsif
5620,"jokowi untuk apa ya tiba-tiba ketemu sama pak prabowo ? ada yang bisa menjelaskan ? karena aneh saja , tidak ada apa-apa , kok tiba-tiba ada pertemuan sama pak prabowo . gue curiga .",2,jokowi ya tibatiba ketemu prabowo aneh apaapa tibatiba temu prabowo curiga
5621,kafe the peak ini merupakan kafe legenda di bandung / lembang . kafe nya romantis dengan dekor yang menawan . didukung kalau sore / malam hawa nya dingin . membuat suasana keromantisan menjadi bertambah . untuk harga memang lumayan mahal . dengan menu makanan barat / indonesian macam-macam . rasa sih standar . suasana juara .,0,kafe the peak kafe legenda bandung lembang kafe nya romantis dekor tawan dukung sore malam hawa nya dingin suasana romantis tambah harga lumayan mahal menu makan barat indonesian macammacam sih standar suasana juara
